Name of MALDI Data,X,Y,Z,Radii
0_R00X083Y157,-11.1161,34.953,52.2431,1
0_R00X083Y158,-11.1499,34.9335,52.3003,1
0_R00X083Y159,-11.1933,34.9091,52.3494,1
0_R00X083Y160,-11.2539,34.8748,52.3981,1
0_R00X083Y161,-11.3176,34.8437,52.427,1
0_R00X083Y162,-11.3687,34.8134,52.44,1
0_R00X083Y163,-11.4343,34.7915,52.4504,1
0_R00X083Y164,-11.5076,34.7613,52.4506,1
0_R00X083Y165,-11.5929,34.7265,52.4464,1
0_R00X083Y166,-11.7573,34.6591,52.4036,1
0_R00X083Y167,-11.9624,34.5711,52.3299,1
0_R00X084Y132,-12.0176,34.9085,52.455,1
0_R00X084Y133,-11.7557,35.0407,52.5588,1
0_R00X084Y134,-11.6278,35.1031,52.5936,1
0_R00X084Y135,-11.4882,35.1812,52.6288,1
0_R00X084Y136,-11.371,35.2407,52.6305,1
0_R00X084Y137,-11.3156,35.3025,52.5727,1
0_R00X084Y138,-11.297,35.3289,52.532,1
0_R00X084Y139,-11.2706,35.3662,52.4662,1
0_R00X084Y140,-11.2563,35.3784,52.4158,1
0_R00X084Y141,-11.237,35.3939,52.3359,1
0_R00X084Y142,-11.219,35.4033,52.2618,1
0_R00X084Y143,-11.207,35.4119,52.198,1
0_R00X084Y144,-11.1949,35.4219,52.1261,1
0_R00X084Y145,-11.1793,35.4435,52.023,1
0_R00X084Y146,-11.1637,35.4534,51.9371,1
0_R00X084Y147,-11.1526,35.4668,51.8476,1
0_R00X084Y148,-11.1459,35.4869,51.7281,1
0_R00X084Y149,-11.1398,35.5224,51.5651,1
0_R00X084Y150,-11.1322,35.5513,51.4209,1
0_R00X084Y151,-11.1233,35.574,51.2813,1
0_R00X084Y152,-11.1231,35.6011,51.155,1
0_R00X084Y153,-11.1193,35.604,51.0463,1
0_R00X084Y154,-11.1279,35.6204,50.9317,1
0_R00X084Y155,-11.1419,35.6346,50.7951,1
0_R00X084Y156,-11.1547,35.6436,50.6944,1
0_R00X084Y157,-11.1765,35.6545,50.5828,1
0_R00X084Y158,-11.2092,35.6461,50.4228,1
0_R00X084Y159,-11.2348,35.6424,50.273,1
0_R00X084Y160,-11.2393,35.6434,50.1291,1
0_R00X084Y161,-11.2359,35.6427,50.0097,1
0_R00X084Y162,-11.2398,35.6397,49.8963,1
0_R00X084Y163,-11.261,35.6257,49.7403,1
0_R00X084Y164,-11.3,35.6028,49.6052,1
0_R00X084Y165,-11.3369,35.5858,49.469,1
0_R00X084Y166,-11.3467,35.5837,49.3654,1
0_R00X084Y167,-11.3472,35.591,49.2652,1
0_R00X084Y168,-11.3351,35.605,49.1423,1
0_R00X085Y135,-11.5275,35.9558,49.2204,1
0_R00X085Y136,-11.5511,35.9456,49.3203,1
0_R00X085Y137,-11.5622,35.9414,49.428,1
0_R00X085Y138,-11.5618,35.953,49.5073,1
0_R00X085Y139,-11.5361,35.9718,49.6199,1
0_R00X085Y140,-11.4904,36.0014,49.7497,1
0_R00X085Y141,-11.4696,36.0136,49.8598,1
0_R00X085Y142,-11.4766,36.01,49.978,1
0_R00X085Y143,-11.4905,36.0033,50.0897,1
0_R00X085Y144,-11.4887,35.9979,50.1981,1
0_R00X085Y145,-11.4831,35.9948,50.3044,1
0_R00X085Y146,-11.4683,36.001,50.4401,1
0_R00X085Y147,-11.4507,36.0112,50.5634,1
0_R00X085Y148,-11.4231,36.0154,50.6774,1
0_R00X085Y149,-11.412,36.0284,50.7728,1
0_R00X085Y150,-11.403,36.0332,50.8837,1
0_R00X085Y151,-11.4015,36.0282,50.9874,1
0_R00X085Y152,-11.4051,36.0098,51.1274,1
0_R00X085Y153,-11.4188,36.0014,51.2517,1
0_R00X085Y154,-11.4222,35.9969,51.4021,1
0_R00X085Y155,-11.4349,35.9834,51.6017,1
0_R00X085Y156,-11.4424,35.9632,51.7656,1
0_R00X085Y157,-11.4447,35.943,51.8945,1
0_R00X085Y158,-11.4485,35.9278,52.0137,1
0_R00X085Y159,-11.4468,35.9075,52.1311,1
0_R00X085Y160,-11.4536,35.8944,52.2544,1
0_R00X085Y161,-11.4609,35.8748,52.3617,1
0_R00X085Y162,-11.4746,35.8529,52.4873,1
0_R00X085Y163,-11.4793,35.8326,52.5669,1
0_R00X085Y164,-11.4883,35.8137,52.6544,1
0_R00X085Y165,-11.4964,35.7841,52.7481,1
0_R00X085Y166,-11.5121,35.738,52.8653,1
0_R00X085Y167,-11.5385,35.7035,52.9694,1
0_R00X085Y168,-11.5627,35.6564,53.0607,1
0_R00X086Y137,-11.7574,36.1466,53.1728,1
0_R00X086Y138,-11.7456,36.1591,53.071,1
0_R00X086Y139,-11.7421,36.1794,52.9734,1
0_R00X086Y140,-11.7313,36.1923,52.8517,1
0_R00X086Y141,-11.7273,36.2086,52.7395,1
0_R00X086Y142,-11.7194,36.2172,52.6477,1
0_R00X086Y143,-11.7153,36.2363,52.5454,1
0_R00X086Y144,-11.7029,36.2558,52.3882,1
0_R00X086Y145,-11.6925,36.2784,52.2215,1
0_R00X086Y146,-11.6827,36.286,52.0884,1
0_R00X086Y147,-11.6774,36.2944,51.9472,1
0_R00X086Y148,-11.6755,36.3038,51.8292,1
0_R00X086Y149,-11.6733,36.316,51.6817,1
0_R00X086Y150,-11.6704,36.3284,51.5345,1
0_R00X086Y151,-11.6668,36.3389,51.3891,1
0_R00X086Y152,-11.6684,36.3556,51.2265,1
0_R00X086Y153,-11.6624,36.3635,51.1052,1
0_R00X086Y154,-11.6528,36.37,50.965,1
0_R00X086Y155,-11.6485,36.3812,50.8443,1
0_R00X086Y156,-11.6337,36.375,50.7186,1
0_R00X086Y157,-11.6238,36.3753,50.5857,1
0_R00X086Y158,-11.6167,36.3777,50.4244,1
0_R00X086Y159,-11.6201,36.3825,50.3286,1
0_R00X086Y160,-11.6062,36.3746,50.2238,1
0_R00X086Y161,-11.5905,36.3782,50.1091,1
0_R00X086Y162,-11.574,36.3688,50.0091,1
0_R00X086Y163,-11.5567,36.3573,49.9109,1
0_R00X086Y164,-11.5474,36.3608,49.8335,1
0_R00X086Y165,-11.5835,36.3326,49.678,1
0_R00X086Y166,-11.6491,36.2825,49.5278,1
0_R00X086Y167,-11.6818,36.2678,49.3706,1
0_R00X086Y168,-11.6909,36.2757,49.2787,1
0_R00X087Y139,-11.6281,36.6816,49.4863,1
0_R00X087Y140,-11.5958,36.7121,49.7049,1
0_R00X087Y141,-11.6396,36.7064,49.8393,1
0_R00X087Y142,-11.6853,36.707,49.9445,1
0_R00X087Y143,-11.7298,36.7034,50.047,1
0_R00X087Y144,-11.7848,36.6991,50.1704,1
0_R00X087Y145,-11.8169,36.6925,50.2819,1
0_R00X087Y146,-11.849,36.7025,50.4037,1
0_R00X087Y147,-11.873,36.7091,50.5088,1
0_R00X087Y148,-11.8899,36.7046,50.634,1
0_R00X087Y149,-11.9094,36.7104,50.7511,1
0_R00X087Y150,-11.9355,36.7152,50.876,1
0_R00X087Y151,-11.9577,36.7173,50.9988,1
0_R00X087Y152,-11.9821,36.7229,51.1086,1
0_R00X087Y153,-12.0114,36.7343,51.2483,1
0_R00X087Y154,-12.0243,36.7344,51.4169,1
0_R00X087Y155,-12.0268,36.7241,51.5696,1
0_R00X087Y156,-12.0437,36.7279,51.7006,1
0_R00X087Y157,-12.0635,36.7367,51.8244,1
0_R00X087Y158,-12.073,36.739,51.9418,1
0_R00X087Y159,-12.0836,36.7392,52.1007,1
0_R00X087Y160,-12.0905,36.738,52.199,1
0_R00X087Y161,-12.1033,36.7446,52.3115,1
0_R00X087Y162,-12.1151,36.7507,52.4242,1
0_R00X087Y163,-12.124,36.7526,52.5644,1
0_R00X087Y164,-12.1339,36.7553,52.6647,1
0_R00X087Y165,-12.1454,36.7612,52.7731,1
0_R00X087Y166,-12.1748,36.7881,52.8641,1
0_R00X087Y167,-12.1969,36.8113,52.9741,1
0_R00X087Y168,-12.2172,36.8292,53.1228,1
0_R00X088Y142,-13.0708,37.3797,53.3984,1
0_R00X088Y143,-12.8813,37.4259,53.1319,1
0_R00X088Y144,-12.8113,37.4391,52.8972,1
0_R00X088Y145,-12.7883,37.416,52.6924,1
0_R00X088Y146,-12.7514,37.383,52.4604,1
0_R00X088Y147,-12.7359,37.3766,52.2838,1
0_R00X088Y148,-12.6979,37.3519,52.1189,1
0_R00X088Y149,-12.6709,37.351,51.9201,1
0_R00X088Y150,-12.6239,37.3442,51.7077,1
0_R00X088Y151,-12.5946,37.3415,51.5579,1
0_R00X088Y152,-12.5645,37.3184,51.4906,1
0_R00X088Y153,-12.5462,37.3172,51.3772,1
0_R00X088Y154,-12.5303,37.3159,51.2848,1
0_R00X088Y155,-12.5133,37.316,51.2037,1
0_R00X088Y156,-12.4989,37.3139,51.1467,1
0_R00X088Y157,-12.4657,37.2929,51.0318,1
0_R00X088Y158,-12.4367,37.2627,50.9753,1
0_R00X088Y159,-12.3953,37.2286,50.8675,1
0_R00X088Y160,-12.3512,37.1851,50.7864,1
0_R00X088Y161,-12.3112,37.1426,50.7041,1
0_R00X088Y162,-12.2739,37.1128,50.6159,1
0_R00X088Y163,-12.2298,37.08,50.5294,1
0_R00X088Y164,-12.1747,37.0597,50.4264,1
0_R00X088Y165,-12.1281,37.0305,50.3687,1
0_R00X088Y166,-12.0829,37.0014,50.3036,1
0_R00X088Y167,-12.0297,36.9658,50.2263,1
0_R00X088Y168,-11.9893,36.932,50.1737,1
0_R00X089Y144,-12.7965,37.6521,50.5349,1
0_R00X089Y145,-12.7205,37.7647,50.6742,1
0_R00X089Y146,-12.7451,37.7888,50.7715,1
0_R00X089Y147,-12.8093,37.8373,50.9202,1
0_R00X089Y148,-12.8671,37.888,51.106,1
0_R00X089Y149,-12.895,37.9074,51.2361,1
0_R00X089Y150,-12.9383,37.9461,51.368,1
0_R00X089Y151,-12.9956,37.9432,51.5063,1
0_R00X089Y152,-13.0858,37.987,51.6604,1
0_R00X089Y153,-13.13,37.9831,51.7865,1
0_R00X089Y154,-13.1849,38.0174,51.8991,1
0_R00X089Y155,-13.2357,38.0363,52.0796,1
0_R00X089Y156,-13.2582,38.0573,52.1824,1
0_R00X089Y157,-13.2848,38.0911,52.2944,1
0_R00X089Y158,-13.3068,38.1299,52.3842,1
0_R00X089Y159,-13.3396,38.1736,52.5561,1
0_R00X089Y160,-13.3798,38.1933,52.7249,1
0_R00X089Y161,-13.4135,38.2303,52.8726,1
0_R00X089Y162,-13.43,38.2891,53.054,1
0_R00X089Y163,-13.4279,38.3049,53.1829,1
0_R00X089Y164,-13.4325,38.3549,53.4212,1
0_R00X089Y165,-13.4361,38.3867,53.606,1
0_R00X089Y166,-13.4398,38.3976,53.7214,1
0_R00X089Y167,-13.4721,38.4325,53.9242,1
0_R00X089Y168,-13.5266,38.4293,54.0792,1
0_R00X090Y147,-13.6494,38.8367,53.8367,1
0_R00X090Y148,-13.592,38.8309,53.6673,1
0_R00X090Y149,-13.5675,38.8004,53.4345,1
0_R00X090Y150,-13.5677,38.7373,53.2107,1
0_R00X090Y151,-13.5845,38.6897,53.0499,1
0_R00X090Y152,-13.5867,38.6482,52.9095,1
0_R00X090Y153,-13.5437,38.6317,52.7509,1
0_R00X090Y154,-13.5036,38.6284,52.5738,1
0_R00X090Y155,-13.4586,38.608,52.3789,1
0_R00X090Y156,-13.403,38.5934,52.2089,1
0_R00X090Y157,-13.3433,38.6127,52.0164,1
0_R00X090Y158,-13.2925,38.5985,51.864,1
0_R00X090Y159,-13.2642,38.5877,51.7691,1
0_R00X090Y160,-13.2276,38.5876,51.6032,1
0_R00X090Y161,-13.1866,38.5675,51.4539,1
0_R00X090Y162,-13.145,38.5381,51.3348,1
0_R00X090Y163,-13.0895,38.5151,51.1498,1
0_R00X090Y164,-13.0581,38.471,51.0037,1
0_R00X090Y165,-13.0443,38.4506,50.8714,1
0_R00X090Y166,-13.0335,38.3832,50.6726,1
0_R00X090Y167,-13.0431,38.3582,50.5136,1
0_R00X090Y168,-13.0553,38.3368,50.3449,1
0_R00X091Y150,-13.1291,38.7898,50.3411,1
0_R00X091Y151,-13.1224,38.8504,50.5358,1
0_R00X091Y152,-13.1022,38.9146,50.723,1
0_R00X091Y153,-13.065,38.9869,50.8836,1
0_R00X091Y154,-13.0897,39.053,51.1168,1
0_R00X091Y155,-13.1976,39.0641,51.3363,1
0_R00X091Y156,-13.2794,39.0693,51.5262,1
0_R00X091Y157,-13.37,39.1323,51.7453,1
0_R00X091Y158,-13.4474,39.1539,51.9508,1
0_R00X091Y159,-13.5103,39.179,52.1239,1
0_R00X091Y160,-13.5411,39.198,52.2076,1
0_R00X091Y161,-13.5785,39.2274,52.3085,1
0_R00X091Y162,-13.6134,39.2726,52.4351,1
0_R00X091Y163,-13.6364,39.33,52.5614,1
0_R00X091Y164,-13.656,39.4157,52.7208,1
0_R00X091Y165,-13.6784,39.4839,52.8602,1
0_R00X091Y166,-13.7144,39.554,53.026,1
0_R00X091Y167,-13.7537,39.6161,53.1417,1
0_R00X092Y153,-13.8241,39.928,52.9205,1
0_R00X092Y154,-13.7799,39.8944,52.7923,1
0_R00X092Y155,-13.7321,39.8523,52.6683,1
0_R00X092Y156,-13.6855,39.814,52.5314,1
0_R00X092Y157,-13.6467,39.7802,52.41,1
0_R00X092Y158,-13.6064,39.7272,52.2376,1
0_R00X092Y159,-13.5598,39.6775,52.0701,1
0_R00X092Y160,-13.5032,39.6511,51.9014,1
0_R00X092Y161,-13.4355,39.6166,51.7208,1
0_R00X092Y162,-13.3779,39.588,51.5932,1
0_R00X092Y163,-13.2995,39.566,51.4412,1
0_R00X092Y164,-13.2162,39.5411,51.3072,1
0_R00X092Y165,-13.1269,39.5161,51.1534,1
0_R01X091Y144,-5.0379,35.8556,45.5055,1
0_R01X091Y145,-4.8353,36.0519,45.7471,1
0_R01X091Y146,-4.6235,36.2941,46.1634,1
0_R01X091Y147,-4.4867,36.4879,46.5666,1
0_R01X092Y139,-4.3619,36.9641,47.4349,1
0_R01X092Y140,-4.3722,36.9152,47.2498,1
0_R01X092Y141,-4.4071,36.8213,47.0062,1
0_R01X092Y142,-4.4557,36.7109,46.79,1
0_R01X092Y143,-4.5161,36.6157,46.5818,1
0_R01X092Y144,-4.6205,36.4751,46.2805,1
0_R01X092Y145,-4.7311,36.3808,46.0483,1
0_R01X092Y146,-4.8383,36.2685,45.8398,1
0_R01X092Y147,-4.948,36.1832,45.666,1
0_R01X092Y148,-5.1083,35.9885,45.4274,1
0_R01X092Y149,-5.2688,35.8429,45.077,1
0_R01X092Y150,-5.4288,35.6185,44.716,1
0_R01X093Y133,-5.8488,35.4959,44.1722,1
0_R01X093Y134,-5.7209,35.6706,44.4575,1
0_R01X093Y135,-5.5952,35.816,44.7107,1
0_R01X093Y136,-5.4801,35.9039,44.9018,1
0_R01X093Y137,-5.3711,35.9943,45.0789,1
0_R01X093Y138,-5.2929,36.0914,45.2227,1
0_R01X093Y139,-5.2087,36.2011,45.3721,1
0_R01X093Y140,-5.0793,36.3556,45.5829,1
0_R01X093Y141,-4.9633,36.4516,45.7687,1
0_R01X093Y142,-4.8715,36.5618,45.9465,1
0_R01X093Y143,-4.7906,36.6449,46.1049,1
0_R01X093Y144,-4.7229,36.6892,46.23,1
0_R01X093Y145,-4.6938,36.7221,46.2929,1
0_R01X093Y146,-4.6693,36.775,46.3652,1
0_R01X093Y147,-4.6278,36.8053,46.4622,1
0_R01X093Y148,-4.6005,36.8441,46.5393,1
0_R01X093Y149,-4.542,36.9139,46.7077,1
0_R01X093Y150,-4.5063,36.9523,46.8228,1
0_R01X093Y151,-4.4697,36.9992,46.976,1
0_R01X093Y152,-4.4478,37.0415,47.1389,1
0_R01X093Y153,-4.4384,37.089,47.352,1
0_R01X094Y129,-4.4936,37.1902,47.508,1
0_R01X094Y130,-4.4969,37.1941,47.38,1
0_R01X094Y131,-4.492,37.1637,47.234,1
0_R01X094Y132,-4.501,37.1498,47.0996,1
0_R01X094Y133,-4.5105,37.1228,46.9648,1
0_R01X094Y134,-4.5337,37.0958,46.8429,1
0_R01X094Y135,-4.5671,37.0505,46.7239,1
0_R01X094Y136,-4.6196,36.9868,46.5832,1
0_R01X094Y137,-4.6629,36.9414,46.4731,1
0_R01X094Y138,-4.6961,36.8894,46.3813,1
0_R01X094Y139,-4.7464,36.8365,46.2623,1
0_R01X094Y140,-4.7995,36.792,46.1651,1
0_R01X094Y141,-4.877,36.7093,46.0155,1
0_R01X094Y142,-4.9318,36.6501,45.9111,1
0_R01X094Y143,-4.9992,36.6013,45.7986,1
0_R01X094Y144,-5.0854,36.5222,45.6547,1
0_R01X094Y145,-5.1707,36.4521,45.5267,1
0_R01X094Y146,-5.2884,36.3161,45.3427,1
0_R01X094Y147,-5.3937,36.2306,45.205,1
0_R01X094Y148,-5.4681,36.1433,45.0885,1
0_R01X094Y149,-5.538,36.0679,44.9713,1
0_R01X094Y150,-5.5914,36.0055,44.8677,1
0_R01X094Y151,-5.6858,35.9269,44.7091,1
0_R01X094Y152,-5.7318,35.8661,44.6133,1
0_R01X094Y153,-5.7854,35.8123,44.5142,1
0_R01X094Y154,-5.8373,35.7375,44.3981,1
0_R01X094Y155,-5.906,35.671,44.2703,1
0_R01X094Y156,-5.9622,35.5969,44.1475,1
0_R01X095Y125,-6.1299,35.6826,44.0576,1
0_R01X095Y126,-6.0777,35.7441,44.1625,1
0_R01X095Y127,-6.0272,35.8134,44.2734,1
0_R01X095Y128,-5.9775,35.864,44.3679,1
0_R01X095Y129,-5.9404,35.9008,44.4361,1
0_R01X095Y130,-5.9054,35.9556,44.516,1
0_R01X095Y131,-5.8632,36.0087,44.6002,1
0_R01X095Y132,-5.8171,36.0693,44.6914,1
0_R01X095Y133,-5.7544,36.1301,44.7987,1
0_R01X095Y134,-5.6936,36.1895,44.9034,1
0_R01X095Y135,-5.6258,36.2505,45.0211,1
0_R01X095Y136,-5.564,36.3228,45.1132,1
0_R01X095Y137,-5.5076,36.3814,45.1843,1
0_R01X095Y138,-5.4263,36.4557,45.2848,1
0_R01X095Y139,-5.3565,36.5519,45.3902,1
0_R01X095Y140,-5.2761,36.6145,45.4955,1
0_R01X095Y141,-5.1881,36.6893,45.6216,1
0_R01X095Y142,-5.0976,36.7716,45.7653,1
0_R01X095Y143,-5.043,36.8204,45.8559,1
0_R01X095Y144,-4.997,36.8581,45.9322,1
0_R01X095Y145,-4.96,36.9067,46.0032,1
0_R01X095Y146,-4.9137,36.9572,46.0884,1
0_R01X095Y147,-4.8719,36.9832,46.1564,1
0_R01X095Y148,-4.8201,37.0266,46.2481,1
0_R01X095Y149,-4.7736,37.0631,46.338,1
0_R01X095Y150,-4.7354,37.1077,46.426,1
0_R01X095Y151,-4.6908,37.1434,46.5271,1
0_R01X095Y152,-4.653,37.1821,46.6187,1
0_R01X095Y153,-4.6141,37.2043,46.7096,1
0_R01X095Y154,-4.5837,37.2469,46.8136,1
0_R01X095Y155,-4.5683,37.2771,46.9475,1
0_R01X095Y156,-4.5751,37.2988,47.1236,1
0_R01X095Y157,-4.5757,37.3135,47.2993,1
0_R01X096Y121,-4.6849,37.4697,47.5175,1
0_R01X096Y122,-4.6833,37.4661,47.4377,1
0_R01X096Y123,-4.6821,37.4626,47.3573,1
0_R01X096Y124,-4.6682,37.4544,47.2324,1
0_R01X096Y125,-4.6614,37.4486,47.1513,1
0_R01X096Y126,-4.6548,37.4376,46.9981,1
0_R01X096Y127,-4.6495,37.4216,46.8857,1
0_R01X096Y128,-4.6603,37.4087,46.7992,1
0_R01X096Y129,-4.6718,37.3856,46.6913,1
0_R01X096Y130,-4.6964,37.3523,46.6144,1
0_R01X096Y131,-4.7238,37.3245,46.5499,1
0_R01X096Y132,-4.7514,37.2862,46.4814,1
0_R01X096Y133,-4.779,37.2603,46.4237,1
0_R01X096Y134,-4.8092,37.2347,46.3651,1
0_R01X096Y135,-4.8487,37.1918,46.2879,1
0_R01X096Y136,-4.905,37.152,46.1937,1
0_R01X096Y137,-4.9694,37.0934,46.0809,1
0_R01X096Y138,-5.0288,37.0392,45.9799,1
0_R01X096Y139,-5.1029,36.9755,45.8615,1
0_R01X096Y140,-5.1585,36.9174,45.7678,1
0_R01X096Y141,-5.21,36.87,45.6855,1
0_R01X096Y142,-5.2513,36.8263,45.6195,1
0_R01X096Y143,-5.2985,36.7852,45.551,1
0_R01X096Y144,-5.3474,36.7332,45.4791,1
0_R01X096Y145,-5.4097,36.6706,45.3933,1
0_R01X096Y146,-5.4667,36.6173,45.3208,1
0_R01X096Y147,-5.5149,36.5689,45.2597,1
0_R01X096Y148,-5.5709,36.5236,45.1921,1
0_R01X096Y149,-5.6375,36.4556,45.1091,1
0_R01X096Y150,-5.7149,36.3902,45.0068,1
0_R01X096Y151,-5.7831,36.3147,44.8935,1
0_R01X096Y152,-5.8472,36.2669,44.8024,1
0_R01X096Y153,-5.901,36.208,44.713,1
0_R01X096Y154,-5.9676,36.1359,44.5993,1
0_R01X096Y155,-6.019,36.0713,44.5013,1
0_R01X096Y156,-6.086,36.0032,44.3805,1
0_R01X096Y157,-6.1405,35.9305,44.2637,1
0_R01X096Y158,-6.1853,35.8785,44.1768,1
0_R01X096Y159,-6.2457,35.821,44.0734,1
0_R01X097Y115,-6.5097,35.8974,43.9156,1
0_R01X097Y117,-6.4515,35.9633,44.0311,1
0_R01X097Y118,-6.4016,36.0177,44.122,1
0_R01X097Y119,-6.3527,36.0818,44.213,1
0_R01X097Y120,-6.3143,36.1283,44.2846,1
0_R01X097Y121,-6.2656,36.1881,44.372,1
0_R01X097Y122,-6.213,36.2562,44.4675,1
0_R01X097Y123,-6.1622,36.3121,44.5502,1
0_R01X097Y124,-6.1082,36.366,44.6321,1
0_R01X097Y125,-6.0525,36.4262,44.7169,1
0_R01X097Y126,-5.9912,36.4857,44.8033,1
0_R01X097Y127,-5.9225,36.5657,44.9034,1
0_R01X097Y128,-5.8501,36.6146,44.9881,1
0_R01X097Y129,-5.7975,36.6637,45.0551,1
0_R01X097Y130,-5.7441,36.729,45.1267,1
0_R01X097Y131,-5.6833,36.7875,45.1987,1
0_R01X097Y132,-5.6216,36.8418,45.2699,1
0_R01X097Y133,-5.5687,36.8939,45.3332,1
0_R01X097Y134,-5.5133,36.9393,45.4019,1
0_R01X097Y135,-5.4494,37.0032,45.4921,1
0_R01X097Y136,-5.3801,37.0746,45.596,1
0_R01X097Y137,-5.3154,37.1366,45.696,1
0_R01X097Y138,-5.2529,37.197,45.7953,1
0_R01X097Y139,-5.2007,37.24,45.8745,1
0_R01X097Y140,-5.1387,37.303,45.9758,1
0_R01X097Y141,-5.0945,37.3396,46.0455,1
0_R01X097Y142,-5.0502,37.3792,46.1165,1
0_R01X097Y143,-5.0269,37.4013,46.153,1
0_R01X097Y144,-4.9904,37.4402,46.2112,1
0_R01X097Y145,-4.9659,37.4574,46.2465,1
0_R01X097Y146,-4.9348,37.489,46.2971,1
0_R01X097Y147,-4.906,37.5158,46.3457,1
0_R01X097Y148,-4.867,37.5548,46.4239,1
0_R01X097Y149,-4.8443,37.5748,46.4838,1
0_R01X097Y150,-4.8295,37.5887,46.5372,1
0_R01X097Y151,-4.8156,37.5995,46.5992,1
0_R01X097Y152,-4.8045,37.615,46.6822,1
0_R01X097Y153,-4.7936,37.6247,46.7656,1
0_R01X097Y154,-4.7904,37.6393,46.8329,1
0_R01X097Y155,-4.7875,37.6448,46.8959,1
0_R01X097Y156,-4.7893,37.6535,46.987,1
0_R01X097Y157,-4.7942,37.6624,47.0466,1
0_R01X097Y158,-4.7992,37.6667,47.1411,1
0_R01X097Y159,-4.8085,37.6655,47.2479,1
0_R01X097Y160,-4.809,37.6791,47.3464,1
0_R01X098Y115,-5.0587,37.8653,47.8344,1
0_R01X098Y116,-4.9705,37.8968,47.6276,1
0_R01X098Y117,-4.9152,37.9156,47.4698,1
0_R01X098Y118,-4.8908,37.9173,47.3371,1
0_R01X098Y119,-4.8986,37.9141,47.2795,1
0_R01X098Y120,-4.9116,37.8911,47.1792,1
0_R01X098Y121,-4.9317,37.8793,47.0398,1
0_R01X098Y122,-4.927,37.875,46.907,1
0_R01X098Y123,-4.9318,37.866,46.7556,1
0_R01X098Y124,-4.9382,37.8399,46.6102,1
0_R01X098Y125,-4.9578,37.8089,46.4931,1
0_R01X098Y126,-4.9872,37.7875,46.4163,1
0_R01X098Y127,-5.0344,37.7619,46.3337,1
0_R01X098Y128,-5.0781,37.7269,46.2632,1
0_R01X098Y129,-5.1304,37.6858,46.1834,1
0_R01X098Y130,-5.1821,37.6455,46.1068,1
0_R01X098Y131,-5.236,37.6096,46.0279,1
0_R01X098Y132,-5.282,37.5703,45.9552,1
0_R01X098Y133,-5.3323,37.534,45.8789,1
0_R01X098Y134,-5.3988,37.4709,45.7706,1
0_R01X098Y135,-5.4352,37.4423,45.7152,1
0_R01X098Y136,-5.4806,37.3996,45.6431,1
0_R01X098Y137,-5.5246,37.3545,45.5711,1
0_R01X098Y138,-5.574,37.3073,45.4917,1
0_R01X098Y139,-5.6259,37.2581,45.4137,1
0_R01X098Y140,-5.6915,37.2031,45.3347,1
0_R01X098Y141,-5.7442,37.1512,45.272,1
0_R01X098Y142,-5.805,37.1053,45.2134,1
0_R01X098Y143,-5.8683,37.0435,45.146,1
0_R01X098Y144,-5.9438,36.9802,45.0695,1
0_R01X098Y145,-5.9944,36.9232,45.0084,1
0_R01X098Y146,-6.0621,36.8639,44.9302,1
0_R01X098Y147,-6.1077,36.7993,44.8649,1
0_R01X098Y148,-6.1391,36.7448,44.814,1
0_R01X098Y149,-6.1759,36.7214,44.7734,1
0_R01X098Y150,-6.2395,36.6846,44.7039,1
0_R01X098Y151,-6.2984,36.642,44.6344,1
0_R01X098Y152,-6.3313,36.6106,44.591,1
0_R01X098Y153,-6.3708,36.5637,44.534,1
0_R01X098Y154,-6.4186,36.5249,44.475,1
0_R01X098Y155,-6.4706,36.4765,44.408,1
0_R01X098Y156,-6.5216,36.4286,44.3462,1
0_R01X098Y157,-6.579,36.3761,44.2752,1
0_R01X098Y158,-6.6125,36.3456,44.2222,1
0_R01X098Y159,-6.6589,36.283,44.1253,1
0_R01X098Y160,-6.6913,36.2232,44.0431,1
0_R01X098Y161,-6.7382,36.1692,43.9444,1
0_R01X098Y162,-6.7788,36.1069,43.8542,1
0_R01X099Y115,-6.9711,36.283,43.8119,1
0_R01X099Y116,-6.915,36.3433,43.8991,1
0_R01X099Y117,-6.8587,36.4146,44.0053,1
0_R01X099Y118,-6.813,36.474,44.0987,1
0_R01X099Y119,-6.7724,36.5336,44.1857,1
0_R01X099Y120,-6.7268,36.5883,44.2712,1
0_R01X099Y121,-6.6687,36.6532,44.3583,1
0_R01X099Y122,-6.6213,36.7095,44.4242,1
0_R01X099Y123,-6.5726,36.7619,44.486,1
0_R01X099Y124,-6.5324,36.8082,44.5387,1
0_R01X099Y125,-6.4812,36.8578,44.5999,1
0_R01X099Y126,-6.4474,36.8952,44.6435,1
0_R01X099Y127,-6.4106,36.9518,44.6978,1
0_R01X099Y128,-6.3662,37.0054,44.7576,1
0_R01X099Y129,-6.3282,37.0632,44.8153,1
0_R01X099Y130,-6.2767,37.1384,44.8855,1
0_R01X099Y131,-6.2318,37.1741,44.9311,1
0_R01X099Y132,-6.1851,37.2488,44.9889,1
0_R01X099Y133,-6.1326,37.3149,45.0479,1
0_R01X099Y134,-6.0885,37.3749,45.0979,1
0_R01X099Y135,-6.0397,37.4258,45.1496,1
0_R01X099Y136,-5.9706,37.5039,45.2273,1
0_R01X099Y137,-5.9143,37.557,45.2919,1
0_R01X099Y138,-5.8629,37.6111,45.3552,1
0_R01X099Y139,-5.8115,37.6775,45.4276,1
0_R01X099Y140,-5.7395,37.733,45.5228,1
